0	0
0.002	0
0.005	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	0
0.12	-0.000057
0.13	-0.000057
0.14	-0.000057
0.15	-0.000057
0.16	-0.000057
0.17	-0.000057
0.18	-0.000057
0.19	-0.000114
0.2	-0.000114
0.21	-0.000171
0.22	-0.000171
0.23	-0.000114
0.24	-0.000114
0.25	-0.000114
0.26	-0.000114
0.27	-0.000114
0.28	-0.000057
0.29	-0.000057
0.3	-0.000057
0.31	-0.000057
0.32	0
0.33	0.000057
0.34	0.000114
0.35	0.000114
0.36	0.000171
0.37	0.000228
0.38	0.000228
0.39	0.000285
0.4	0.000342
0.41	0.000456
0.42	0.000513
0.43	0.000627
0.44	0.000741
0.45	0.000912
0.46	0.001026
0.47	0.001197
0.48	0.001425
0.49	0.001596
0.5	0.001824
0.51	0.002109
0.52	0.002394
0.53	0.002679
0.54	0.003021
0.55	0.003363
0.56	0.003762
0.57	0.004161
0.58	0.004617
0.59	0.005073
0.6	0.005529
0.61	0.005985
0.62	0.006441
0.63	0.006954
0.64	0.00741
0.65	0.007923
0.66	0.008379
0.67	0.008892
0.68	0.009348
0.69	0.009804
0.7	0.01026
0.71	0.010659
0.72	0.011058
0.73	0.0114
0.74	0.011742
0.75	0.012027
0.76	0.012312
0.77	0.012597
0.78	0.012768
0.79	0.012882
0.8	0.012882
0.81	0.012882
0.82	0.012768
0.83	0.012597
0.84	0.012369
0.85	0.012027
0.86	0.011571
0.87	0.010944
0.88	0.010203
0.89	0.009348
0.9	0.008379
0.91	0.007239
0.92	0.005928
0.93	0.004446
0.94	0.00285
0.95	0.001026
0.96	-0.000969
0.97	-0.003135
0.98	-0.005529
0.99	-0.008151
1	-0.010944
